Date,Buy_Hold_Value,Account_Value,Percent_Buy_Hold,Percent_Account_Value
2012-01-06,14942.069883,15000.0,-0.0038620078,0.0
2012-01-09,14978.340468,15246.4,-0.0014439688,0.0164266666667
2012-01-10,15108.210585,15338.1,0.007214039,0.02254
2012-01-11,15116.399649,15338.1,0.0077599766,0.02254
2012-01-12,15152.669415,15541.15,0.010177961,0.0360766666667
2012-01-13,15074.279532,15573.9,0.0049519688,0.03826
2012-01-17,15132.779532,15849.0,0.0088519688,0.0566
2012-01-18,15300.090468,15947.25,0.0200060312,0.06315
2012-01-19,15380.820819,15940.7,0.0253880546,0.0627133333333
2012-01-20,15438.149649,15921.05,0.0292099766,0.0614033333333
2012-01-23,15398.370117,15901.4,0.0265580078,0.0600933333333
2012-01-24,15380.820819,15898.9,0.0253880546,0.0599266666667
2012-01-25,15509.519766,15898.9,0.0339679844,0.0599266666667
2012-01-26,15429.960585,15898.9,0.028664039,0.0599266666667
2012-01-27,15422.940819,15898.9,0.0281960546,0.0599266666667
2012-01-30,15370.289415,15898.9,0.024685961,0.0599266666667
2012-01-31,15364.440819,15898.9,0.0242960546,0.0599266666667
2012-02-01,15498.990117,15898.9,0.0332660078,0.0599266666667
2012-02-02,15523.559181,15898.9,0.0349039454,0.0599266666667
2012-02-03,15741.179181,16555.74,0.0494119454,0.103716
2012-02-06,15730.649649,16505.37,0.0487099766,0.100358
2012-02-07,15770.429181,16435.459714,0.0513619454,0.0956973142667
2012-02-08,15817.230234,16083.75,0.0544820156,0.07225
2012-02-09,15837.120117,16275.499857,0.0558080078,0.0850333238
2012-02-10,15720.120117,16148.72,0.0480080078,0.0765813333333
2012-02-13,15837.120117,16636.93,0.0558080078,0.109128666667
2012-02-14,15817.230234,17021.959857,0.0544820156,0.1347973238
2012-02-15,15743.519766,16895.409714,0.0495679844,0.1263606476
2012-02-16,15917.850351,17001.069857,0.0611900234,0.133404657133
2012-02-17,15959.970468,17089.969857,0.0639980312,0.1393313238
2012-02-21,15966.990117,17077.059857,0.0644660078,0.138470657133
2012-02-22,15915.509883,17058.749857,0.0610339922,0.137249990467
2012-02-23,15985.710585,16714.249857,0.065714039,0.1142833238
2012-02-24,16020.809181,16538.04733,0.0680539454,0.102536488667
2012-02-27,16047.720468,16711.398413,0.0698480312,0.114093227533
2012-02-28,16094.519766,17056.299496,0.0729679844,0.137086633067
2012-02-29,16031.340468,17101.800218,0.0687560312,0.140120014533
2012-03-01,16114.409532,17153.049496,0.0742939688,0.143536633067
2012-03-02,16065.269766,17033.419496,0.0710179844,0.135561299733
2012-03-05,15999.75,17312.818052,0.06665,0.154187870133
2012-03-06,15765.75,16875.316247,0.05105,0.125021083133
2012-03-07,15875.730234,17203.156969,0.0583820156,0.146877131267
2012-03-08,16033.679181,17364.679496,0.0689119454,0.157645299733
2012-03-09,16095.690819,17523.309384,0.0730460546,0.1682206256
2012-03-12,16096.860234,17639.939608,0.0731240156,0.175995973867
2012-03-13,16387.019766,17938.969243,0.0924679844,0.195931282867
2012-03-14,16369.470468,17803.319496,0.0912980312,0.1868879664
2012-03-15,16464.240117,17795.889496,0.0976160078,0.186392633067
2012-03-16,16415.100351,17676.929496,0.0943400234,0.1784619664
2012-03-19,16479.450702,17895.629496,0.0986300468,0.1930419664
2012-03-20,16431.480234,17748.749496,0.0954320156,0.1832499664
2012-03-21,16404.570819,17750.699496,0.0936380546,0.1833799664
2012-03-22,16286.399649,17640.639496,0.0857599766,0.176042633067
2012-03-23,16339.049298,17666.519496,0.0892699532,0.1777679664
2012-03-26,16568.370117,17756.879496,0.1045580078,0.1837919664
2012-03-27,16516.889766,17759.329496,0.1011259844,0.183955299733
2012-03-28,16434.990117,17710.629496,0.0956660078,0.180708633067
2012-03-29,16406.909532,17705.629496,0.0937939688,0.180375299733
