Date,Buy_Hold_Value,Account_Value,Percent_Buy_Hold,Percent_Account_Value
2013-01-23,14936.9995,15000.0,-0.00420003333333,0.0
2013-01-24,14941.0004,15043.738368,-0.00393330666667,0.0029158912
2013-01-25,15025.0,14953.97864,0.00166666666667,-0.00306809066667
2013-01-28,15007.0007,15089.41864,0.000466713333333,0.00596124266667
2013-01-29,15066.0004,15106.029827,0.00440002666667,0.00706865513333
2013-01-30,15007.0007,15063.241088,0.000466713333333,0.00421607253333
2013-01-31,14969.9997,15204.728733,-0.00200002,0.0136485822
2013-02-01,15124.0005,15402.869963,0.0082667,0.0268579975333
2013-02-04,14953.9993,15113.62136,-0.00306671333333,0.00757475733333
2013-02-05,15105.0003,15293.328519,0.00700002,0.0195552346
2013-02-06,15116.0004,15310.37907,0.00773336,0.020691938
2013-02-07,15096.0007,15262.898912,0.00640004666667,0.0175265941333
2013-02-08,15180.0003,15314.848782,0.01200002,0.0209899188
2013-02-11,15177.0004,15351.108748,0.0118000266667,0.0234072498667
2013-02-12,15202.0004,15386.118828,0.0134666933333,0.0257412552
2013-02-13,15214.9994,15278.088791,0.0143332933333,0.0185392527333
2013-02-14,15228.9993,15431.958805,0.01526662,0.0287972536667
2013-02-15,15211.0001,15333.978819,0.0140666733333,0.0222652546
2013-02-19,15325.0,15352.948889,0.0216666666667,0.0235299259333
2013-02-20,15133.9996,14971.768847,0.00893330666667,-0.00188207686667
2013-02-21,15041.9998,14976.168847,0.00279998666667,-0.00158874353333
2013-02-22,15188.9999,15062.848847,0.0125999933333,0.00418992313333
2013-02-25,14900.0,15098.988949,-0.00666666666667,0.00659926326667
2013-02-26,15002.0004,15194.399177,0.00013336,0.0129599451333
2013-02-27,15191.0004,15289.509117,0.01273336,0.0193006078
2013-02-28,15161.0001,15214.168889,0.01073334,0.0142779259333
2013-03-01,15211.0001,15262.149039,0.0140666733333,0.0174766026
2013-03-04,15291.9998,15157.938806,0.0194666533333,0.0105292537333
2013-03-05,15428.9993,15369.879101,0.0285999533333,0.0246586067333
2013-03-06,15450.0,15533.428924,0.03,0.0355619282667
2013-03-07,15477.9999,15703.868954,0.03186666,0.0469245969333
2013-03-08,15544.0002,15893.029042,0.03626668,0.0595352694667
2013-03-11,15602.9999,15881.199166,0.0401999933333,0.0587466110667
2013-03-12,15567.9993,15783.799099,0.03786662,0.0522532732667
2013-03-13,15589.9994,15807.348985,0.0393332933333,0.0538232656667
2013-03-14,15672.9996,15813.319151,0.04486664,0.0542212767333
2013-03-15,15583.0002,15725.198825,0.03886668,0.0483465883333
2013-03-18,15497.0001,15759.468939,0.03313334,0.0506312626
2013-03-19,15461.0001,15684.329275,0.03073334,0.0456219516667
2013-03-20,15569.0002,15870.308825,0.0379333466667,0.0580205883333
2013-03-21,15436.0001,15878.34913,0.0290666733333,0.0585566086667
2013-03-22,15560.0006,16059.02895,0.0373333733333,0.07060193
2013-03-25,15494.9997,15944.589144,0.03299998,0.0629726096
2013-03-26,15619.0002,15927.479379,0.04126668,0.0618319586
2013-03-27,15619.0002,16007.279122,0.04126668,0.0671519414667
2013-03-28,15666.9998,16117.239078,0.0444666533333,0.0744826052
2013-04-01,15605.0003,16067.689078,0.0403333533333,0.0711792718667
2013-04-02,15682.0007,16044.168919,0.0454667133333,0.0696112612667
2013-04-03,15522.9996,15999.399125,0.03486664,0.0666266083333
2013-04-04,15586.0001,16042.879031,0.0390666733333,0.0695252687333
2013-04-05,15516.0004,16025.559031,0.0344000266667,0.0683706020667
2013-04-08,15621.0007,16027.259031,0.0414000466667,0.0684839354
2013-04-09,15675.0,16020.919031,0.045,0.0680612687333
2013-04-10,15866.9998,16026.919031,0.0577999866667,0.0684612687333
2013-04-11,15919.0002,15997.059031,0.06126668,0.0664706020667
2013-04-12,15880.0003,15994.559031,0.0586666866667,0.0663039354
2013-04-15,15511.9995,15994.559031,0.0341333,0.0663039354
2013-04-16,15741.0004,15994.559031,0.0494000266667,0.0663039354
2013-04-17,15511.0001,15994.559031,0.0340666733333,0.0663039354
2013-04-18,15413.9999,15994.559031,0.0275999933333,0.0663039354
2013-04-19,15547.9996,15994.559031,0.0365333066667,0.0663039354
2013-04-22,15616.9998,15994.559031,0.04113332,0.0663039354
2013-04-23,15777.9999,15994.559031,0.05186666,0.0663039354
2013-04-24,15788.0005,16077.629031,0.0525333666667,0.0718419354
2013-04-25,15852.0004,16429.458927,0.0568000266667,0.0952972618
2013-04-26,15824.0005,16257.888862,0.0549333666667,0.0838592574667
2013-04-29,15930.0003,16383.668883,0.06200002,0.0922445922
2013-04-30,15967.9993,16440.118818,0.0645332866667,0.0960079212
2013-05-01,15827.9999,16249.903714,0.0551999933333,0.0833269142667
2013-05-02,15975.0,16460.168628,0.065,0.0973445752
2013-05-03,16136.9995,16742.468785,0.0757999666667,0.116164585667
2013-05-06,16177.9999,16806.949123,0.0785333266667,0.120463274867
2013-05-07,16260.0006,16824.239129,0.08400004,0.121615941933
2013-05-08,16333.9996,16889.249302,0.0889333066667,0.125949953467
2013-05-09,16288.0005,17041.519122,0.0858667,0.1361012748
2013-05-10,16341.0004,17686.888918,0.0894000266667,0.179125927867
2013-05-13,16353.9993,18028.849304,0.09026662,0.201923286933
2013-05-14,16522.9996,18148.26911,0.101533306667,0.209884607333
2013-05-15,16611.9995,18396.109459,0.107466633333,0.226407297267
2013-05-16,16533.9996,18487.129229,0.10226664,0.232475281933
2013-05-17,16694.0002,18586.659068,0.112933346667,0.239110604533
2013-05-20,16692.9993,18769.618907,0.11286662,0.251307927133
2013-05-21,16716.9998,18484.729263,0.114466653333,0.2323152842
2013-05-22,16592.9993,18476.589424,0.106199953333,0.231772628267
2013-05-23,16544.9997,18845.129424,0.10299998,0.2563419616
2013-05-24,16530.9998,18990.719453,0.102066653333,0.266047963533
2013-05-28,16630.0003,19092.479394,0.108666686667,0.2728319596
2013-05-29,16522.0001,19268.109406,0.101466673333,0.284540627067
2013-05-30,16583.0002,19545.189494,0.105533346667,0.303012632933
2013-05-31,16344.9997,19456.989705,0.0896666466667,0.297132647
2013-06-03,16435.0006,19835.409156,0.0956667066667,0.3223606104
2013-06-04,16355.9998,19764.04925,0.0903999866667,0.317603283333
2013-06-05,16127.0004,19574.96929,0.07513336,0.304997952667
2013-06-06,16272.9996,19683.839209,0.08486664,0.312255947267
